amount,hour_of_day,recent_transaction_count,velocity_1h,previous_chargebacks,failed_transaction_count,is_new_device,is_new_ip,distance_from_home,device_account_count,ip_account_count,avg_user_amount,is_fraud
21.32,15,1,0,0,0,0,0,140.4,0,4,118.53,0
22.48,10,3,1,0,1,0,0,171.7,1,3,71.83,0
36.88,15,4,2,0,0,0,0,3.4,1,0,17.52,0
16.69,16,2,3,0,0,0,0,33.7,4,0,12.99,0
8.18,20,2,0,0,0,0,0,110.1,1,3,9.54,0
48.29,20,1,2,0,0,0,0,49.0,2,2,14.32,0
139.53,21,5,1,1,2,0,0,180.2,2,3,11.64,0
8.85,11,2,2,0,1,0,0,3.5,2,4,3.45,0
10.0,6,6,3,0,3,0,1,97.1,3,4,52.47,0
27.58,9,3,0,0,0,0,1,169.6,3,1,21.32,0
55.93,8,4,0,0,0,0,0,85.5,0,2,8.44,0
192.39,9,1,2,0,0,0,0,15.8,1,4,45.72,0
11.17,10,2,1,0,0,0,0,62.2,1,1,9.47,0
64.65,19,2,0,0,0,0,0,90.0,1,4,4.97,0
26.97,15,2,1,0,0,0,0,27.1,0,0,24.97,0
16.1,13,1,1,0,1,0,0,7.2,1,2,29.76,0
10.51,15,2,1,0,0,0,0,10.9,1,1,25.15,0
855.22,4,4,8,3,3,1,1,341.3,8,3,16.09,1
21.01,21,1,0,0,0,0,0,4.5,1,0,14.14,0
48.93,19,2,2,0,0,1,0,8.5,0,0,12.89,0
14.76,13,3,3,0,0,0,0,10.2,1,3,30.3,0
6.79,13,2,2,0,1,0,0,5.1,0,2,31.98,0
54.53,18,3,1,0,0,0,0,6.6,2,1,25.46,0
58.07,20,2,1,0,0,0,0,9.5,1,0,9.15,0
99.21,10,1,0,0,0,0,0,26.7,0,0,22.06,0
6.27,10,1,1,3,1,0,0,54.3,0,4,27.19,0
317.04,19,0,1,0,0,0,0,175.2,1,2,12.16,0
485.18,15,3,0,0,1,0,0,3.1,0,2,33.26,0
5.43,10,4,1,0,0,0,0,20.7,3,0,27.9,0
10.6,18,6,2,0,0,0,0,43.3,0,2,48.38,0
38.09,17,3,1,0,0,0,0,18.4,0,3,49.98,0
2.98,19,1,0,0,0,0,1,166.4,0,2,58.27,0
45.41,11,1,1,0,0,0,0,2.3,0,2,30.94,0
9.19,16,2,0,1,0,0,0,34.5,0,1,28.05,0
37.77,12,4,0,0,0,0,1,30.0,3,2,4.6,0
14.49,0,7,5,0,0,0,0,25.4,1,5,53.1,0
73.82,14,2,2,0,1,0,0,13.2,0,2,10.61,0
24.67,15,2,1,0,1,0,1,64.6,0,5,208.79,1
10.47,15,3,2,0,0,0,0,42.9,0,1,37.57,0
19.92,19,0,2,0,0,0,0,37.0,1,1,16.75,0
3.0,13,4,0,0,0,0,0,31.8,1,0,8.7,0
8.33,14,1,0,0,1,0,0,54.7,1,1,36.27,0
11.05,16,3,2,0,0,0,0,52.6,1,0,26.79,0
22.26,20,4,1,0,0,0,0,18.6,1,1,6.58,0
24.06,16,2,1,0,0,0,0,18.1,2,0,32.6,0
133.71,11,5,4,0,4,0,0,92.9,0,6,25.79,0
61.88,20,2,1,0,0,0,0,10.8,2,1,134.34,0
25.0,11,1,2,0,1,0,0,84.5,0,4,28.04,0
3.67,9,3,0,0,0,0,0,51.0,0,0,13.25,0
27.37,13,1,0,0,0,0,0,17.3,0,0,26.7,0
56.46,18,2,1,0,0,0,0,50.6,3,3,6.59,0
29.17,16,3,2,0,0,0,0,42.4,2,1,25.03,0
93.41,6,6,5,2,6,1,1,2137.9,7,5,74.56,1
33.05,17,1,1,0,0,0,1,16.8,3,4,72.45,0
28.34,16,1,1,0,1,0,0,12.6,4,2,10.13,0
26.07,12,0,2,0,3,0,0,12.9,1,1,11.21,0
34.59,17,1,0,0,0,0,0,80.0,4,1,18.75,0
150.53,21,8,4,0,3,0,1,639.2,4,1,17.28,1
5.83,14,1,1,0,0,0,0,205.9,1,2,20.28,0
15.89,4,3,5,1,2,0,0,60.2,5,2,12.6,0
15.81,16,2,2,0,0,0,0,8.8,1,2,93.2,0
44.02,15,2,0,0,0,0,0,46.6,4,3,44.57,0
5.41,9,1,1,0,0,0,0,52.1,2,2,19.76,0
264.45,14,7,3,0,2,0,0,423.2,5,4,45.09,0
9.93,14,3,1,0,0,0,0,16.0,2,1,8.42,0
12.91,21,1,1,0,1,0,0,34.0,3,1,38.31,0
14.45,13,1,1,0,0,0,0,130.1,0,4,29.9,0
34.27,14,4,1,0,0,0,0,13.9,0,0,15.54,0
16.68,20,3,2,0,1,0,0,51.8,0,1,28.44,0
22.27,8,3,2,0,0,0,0,2.1,1,2,31.99,0
6.42,19,1,0,0,0,0,0,31.8,1,0,18.64,0
19.29,15,2,0,0,1,0,0,81.0,1,1,56.03,0
36.2,19,2,7,1,1,1,1,970.0,5,2,45.47,0
22.8,8,1,0,0,1,0,0,27.6,3,0,34.82,0
17.26,14,4,1,0,0,0,0,143.8,0,1,54.21,0
16.91,20,0,1,0,0,0,0,22.5,0,0,42.67,0
13.07,18,4,2,0,1,0,0,52.8,3,1,78.98,0
9.13,17,3,2,0,1,0,0,21.6,1,0,26.32,0
29.39,15,1,0,0,0,0,0,75.3,0,2,26.61,0
176.91,18,0,0,0,1,1,0,154.3,1,2,9.45,0
88.55,21,3,2,1,0,1,0,54.5,0,1,35.81,0
18.49,17,3,2,0,0,0,0,6.9,1,2,48.79,0
23.31,9,2,2,0,0,0,0,50.8,0,1,22.61,0
8.68,13,4,0,0,0,0,0,32.3,2,0,5.07,0
79.98,19,4,0,0,0,0,0,26.2,3,1,17.78,0
50.9,18,2,1,0,1,0,0,86.4,0,1,7.94,0
238.36,2,11,3,0,5,1,1,76.4,9,5,155.18,1
17.67,20,2,1,0,1,0,0,30.1,0,1,6.56,0
77.36,14,1,0,0,0,0,0,22.4,1,2,17.89,0
20.54,0,6,1,0,1,1,0,42.3,4,3,5.17,0
101.96,13,7,0,1,4,1,1,315.6,5,3,40.49,1
33.05,20,2,2,0,0,0,0,18.4,0,0,10.72,0
74.66,9,0,1,0,1,0,0,203.3,2,4,59.0,0
64.95,18,3,2,0,1,0,0,57.5,2,1,29.56,0
21.62,19,0,1,0,0,0,0,16.5,1,1,3.36,0
35.72,13,1,1,0,0,0,0,27.0,0,2,28.34,0
18.36,8,3,0,0,1,0,0,16.8,0,1,16.85,0
16.55,19,3,0,0,0,0,0,65.6,1,0,16.78,0
65.18,18,3,0,0,0,0,0,29.7,0,2,34.26,0
22.91,17,2,2,0,1,0,0,32.2,2,0,33.94,0
67.41,15,4,2,0,0,1,0,313.8,0,1,17.97,0
42.07,21,2,1,0,0,0,0,29.8,1,1,18.28,0
45.7,17,6,5,1,2,0,0,192.3,5,3,31.72,0
15.72,21,3,1,0,0,0,0,128.8,1,5,20.74,0
73.18,15,1,0,0,1,0,0,69.3,2,2,15.84,0
6.41,20,0,0,0,1,0,0,55.8,0,2,6.39,0
103.05,16,0,0,0,0,0,0,19.6,1,0,31.67,0
36.74,12,1,1,0,0,0,0,67.7,0,2,2.2,0
13.66,9,0,1,0,1,1,1,7.9,5,2,8.61,0
32.21,17,2,3,0,0,0,0,31.6,4,1,11.35,0
34.85,16,2,1,1,0,0,0,155.2,2,0,64.84,0
22.24,18,4,3,0,0,0,0,3.3,1,0,37.56,0
45.52,17,2,1,0,0,1,0,9.0,1,3,21.88,0
35.44,17,1,0,0,0,0,0,187.8,0,0,3.6,0
36.48,21,3,1,0,0,0,0,12.9,0,1,24.26,0
30.7,12,0,0,0,0,0,0,30.0,1,2,6.83,0
85.02,14,0,1,0,0,0,0,52.0,2,2,5.51,0
49.57,17,2,0,0,0,0,1,187.2,1,0,34.02,0
31.02,15,1,1,0,0,0,0,8.9,2,1,7.67,0
5.64,15,2,1,0,2,0,0,19.8,1,0,26.12,0
17.04,13,3,2,0,1,0,0,25.4,1,1,10.12,0
41.19,19,1,2,0,0,0,0,103.3,1,1,99.28,0
41.56,19,1,0,0,0,1,0,273.7,0,3,172.94,0
31.98,12,4,4,0,0,0,0,48.1,0,0,8.09,0
17.92,12,1,0,0,0,0,1,103.6,2,1,47.95,0
133.89,8,10,3,0,1,0,1,199.3,1,4,61.14,0
17.18,11,4,0,0,1,0,0,215.5,2,1,90.36,0
44.57,12,4,7,0,3,0,1,475.7,2,1,17.06,0
30.21,18,4,0,0,1,0,0,85.3,1,1,7.52,0
60.16,10,1,3,0,0,0,0,119.7,0,1,26.32,0
45.27,18,1,2,0,0,0,0,29.0,1,1,9.61,0
48.65,13,2,1,0,0,0,0,105.7,2,0,46.18,0
9.04,20,2,1,0,1,0,0,26.8,2,2,24.5,0
8.34,16,3,0,0,1,0,0,51.5,0,1,14.67,0
97.35,0,5,2,0,3,1,1,227.8,2,5,29.73,0
33.42,16,4,1,0,0,0,0,57.8,0,3,76.05,0
8.47,16,2,1,0,1,0,1,49.7,3,1,194.04,0
40.2,18,7,2,0,4,0,1,290.1,1,7,14.61,0
42.43,16,1,0,0,0,0,1,27.2,2,3,54.76,0
78.13,12,0,4,0,0,0,0,81.2,0,3,19.83,0
46.37,20,2,1,0,0,0,0,105.6,1,3,32.64,0
45.84,15,2,0,0,0,0,0,72.0,2,3,18.0,0
9.74,20,1,0,0,0,0,0,24.5,3,4,8.47,0
28.87,8,5,0,0,0,0,0,65.4,0,2,15.41,0
25.32,20,2,0,0,0,0,0,13.0,2,2,9.03,0
44.2,10,1,2,0,1,0,1,24.1,1,0,19.56,0
19.61,18,5,0,0,0,0,0,2.8,0,0,11.62,0
13.35,19,3,1,0,0,0,0,16.2,1,3,62.65,0
95.25,19,1,2,0,0,0,0,10.6,4,2,17.45,0
692.56,11,3,4,0,2,0,0,57.4,3,4,67.09,0
3.04,20,4,0,0,0,0,0,86.8,2,2,24.75,0
238.39,20,2,2,0,0,0,0,131.6,0,0,21.69,0
273.14,2,9,5,3,4,1,1,209.1,8,6,5.53,1
52.26,16,4,2,0,0,0,0,7.3,1,0,14.04,0
12.5,17,1,1,0,0,1,0,5.4,0,3,9.11,0
12.16,20,0,3,0,0,0,0,29.1,1,2,72.14,0
64.88,9,3,2,0,0,0,0,177.2,0,2,93.5,0
34.85,10,5,2,0,1,0,0,143.7,2,3,18.07,0
104.91,15,0,1,0,0,0,0,12.0,0,0,18.65,0
84.01,13,1,2,0,1,0,0,14.3,1,1,23.32,0
32.31,13,1,1,0,1,0,0,123.2,2,1,37.65,0
47.09,20,3,0,0,1,0,0,39.7,0,1,4.64,0
20.77,14,2,0,0,0,0,0,6.1,1,0,4.5,0
9.98,10,3,1,0,0,0,0,96.6,2,0,38.17,0
14.85,19,4,0,0,0,0,0,45.5,1,1,13.41,0
90.97,20,2,4,0,1,0,0,4.9,2,1,34.31,0
10.38,17,0,1,0,0,0,0,295.5,1,0,10.36,0
38.94,19,3,1,0,0,0,0,8.1,1,1,22.89,0
307.69,10,13,14,0,1,0,1,394.9,3,2,15.28,1
35.95,17,1,1,1,1,0,0,113.4,1,2,83.36,0
48.82,14,4,0,0,0,0,0,96.4,0,2,40.1,0
12.16,18,2,0,0,1,0,0,18.2,2,1,18.1,0
11.11,17,1,1,0,1,0,0,50.6,0,0,17.2,0
62.69,10,4,0,0,0,0,0,71.3,0,3,32.44,0
12.56,10,3,1,0,0,0,0,47.3,0,0,19.51,0
11.42,15,1,0,0,0,0,0,38.0,3,0,10.65,0
4.17,11,5,1,0,0,0,0,34.3,3,3,11.7,0
13.46,11,2,2,0,0,0,0,21.1,2,2,44.58,0
28.24,10,2,0,1,1,0,0,15.3,0,1,129.17,0
16.87,14,1,1,0,1,0,0,129.7,0,2,2.48,0
15.23,14,2,1,0,1,0,0,38.1,3,0,21.12,0
3.19,10,0,0,0,0,0,0,114.4,0,0,27.22,0
35.15,11,0,3,0,0,0,0,116.8,1,2,47.87,0
1574.56,0,8,3,0,0,0,1,21.0,3,4,79.74,0
59.77,11,0,1,0,1,1,0,20.5,2,1,12.3,0
9.83,14,3,0,0,0,0,1,37.8,3,1,16.75,0
4.73,19,3,0,0,1,0,0,1.3,0,2,87.07,0
11.22,9,0,2,0,0,0,0,68.8,1,0,18.33,0
62.18,17,1,1,0,0,0,0,7.6,0,0,48.79,0
34.32,14,1,2,0,1,0,0,16.5,2,4,12.18,0
46.43,16,0,2,0,0,0,0,14.8,3,1,13.62,0
203.32,20,4,3,0,0,0,0,35.8,3,2,21.94,0
75.69,20,4,0,0,0,0,0,119.0,2,1,23.89,0
17.19,10,3,1,0,0,0,0,2.3,2,1,73.12,0
110.97,21,9,1,0,2,1,1,513.3,5,3,27.09,0
7.91,18,3,0,0,1,0,0,79.9,2,1,41.41,0
111.89,16,3,0,0,1,0,0,159.7,1,3,34.4,0
13.16,16,4,1,0,1,0,0,31.6,0,0,20.23,0
139.56,11,1,0,0,1,0,0,10.3,2,3,10.15,0
38.08,16,0,2,0,0,0,0,17.9,1,1,9.66,0
17.84,14,2,1,0,0,0,0,14.5,1,1,10.84,0
7.48,9,2,2,0,0,0,0,11.5,2,1,68.75,0
4.17,17,2,0,0,0,0,0,8.0,2,2,15.69,0
28.06,16,1,1,0,0,0,0,73.5,1,1,7.69,0
6.98,18,1,1,0,1,0,0,98.6,1,3,10.28,0
25.0,9,0,0,0,0,0,0,60.5,1,3,11.78,0
17.44,20,4,2,0,0,0,0,100.1,0,1,70.51,0
24.89,19,2,0,0,0,1,0,0.1,0,1,14.72,0
49.3,12,2,4,0,0,0,0,89.1,1,0,123.77,0
9.24,14,0,0,0,0,0,0,28.2,0,0,114.62,0
5.15,10,4,0,0,1,0,0,9.1,0,1,24.69,0
11.49,20,2,0,0,1,0,0,14.5,1,2,20.48,0
46.76,16,2,1,0,0,0,0,5.1,2,3,21.05,0
29.74,13,2,2,0,0,0,0,5.4,1,2,147.32,0
26.12,14,2,1,0,0,0,0,58.3,4,1,36.61,0
5.05,11,2,1,0,0,0,0,62.5,0,1,68.03,0
122.87,19,4,0,0,1,0,0,63.7,0,1,50.53,0
46.57,12,3,0,0,0,0,0,3.0,2,0,69.84,0
35.19,18,2,0,0,0,0,0,24.9,1,1,14.51,0
9.12,13,3,0,0,0,0,0,60.8,1,2,54.51,0
27.7,13,0,0,0,0,0,0,16.1,0,2,174.99,0
17.81,16,2,0,0,0,0,0,46.8,0,0,1.94,0
28.36,11,1,0,0,0,0,0,100.3,2,0,15.38,0
1.91,17,1,0,0,0,0,0,152.0,4,2,25.96,0
42.22,16,3,2,0,1,1,0,132.8,2,3,48.21,0
18.89,14,1,0,0,0,0,0,51.0,0,3,62.12,0
20.23,13,4,1,0,0,0,0,3.3,2,3,30.03,0
122.51,12,1,0,0,0,0,0,6.2,0,1,36.47,0
13.15,13,1,0,0,1,0,0,55.2,1,2,41.08,0
38.0,8,3,2,0,0,0,0,45.2,2,2,47.82,0
28.7,20,1,0,0,1,0,0,161.7,1,0,3.87,0
61.14,20,4,5,1,2,1,0,13.0,2,2,32.0,0
49.03,14,4,1,0,1,0,0,14.3,2,1,133.18,0
16.92,18,2,3,0,0,0,0,2.5,0,2,86.95,0
49.85,16,1,0,0,0,0,0,43.0,1,0,16.45,0
58.44,21,2,1,0,2,0,0,20.7,0,2,139.48,0
22.4,18,0,0,0,0,0,0,12.6,1,2,41.39,0
30.25,19,5,1,0,0,0,0,1.2,0,1,15.87,0
83.28,21,0,6,0,0,0,0,97.1,1,2,277.13,0
29.61,19,3,2,0,0,0,0,61.4,1,2,14.73,0
12.28,18,3,2,0,0,0,0,186.8,1,1,18.76,0
43.51,9,2,2,0,0,0,0,46.8,0,4,22.79,0
57.24,11,4,3,0,0,0,0,17.9,0,0,46.56,0
12.06,21,1,1,0,0,0,0,0.1,0,0,24.4,0
19.86,21,4,1,0,1,0,0,38.7,1,0,16.18,0
61.5,11,1,0,0,0,0,0,25.5,1,1,13.19,0
24.01,15,3,1,0,0,0,0,15.7,6,0,151.78,0
89.05,19,0,2,0,0,0,0,33.6,2,0,15.1,0
31.19,5,6,6,1,6,1,1,30.4,6,3,28.71,0
21.19,11,1,1,0,0,0,0,16.5,1,3,47.25,0
27.44,14,4,0,0,0,0,0,36.7,0,0,81.56,0
89.0,14,2,0,0,0,0,0,30.5,2,0,143.58,0
9.21,13,1,3,0,1,0,0,19.5,4,0,41.7,0
46.5,10,2,1,0,1,0,0,46.1,0,1,58.04,0
154.87,11,1,0,0,1,0,0,412.5,0,1,7.73,0
32.48,9,6,0,0,0,0,0,112.4,0,1,44.17,0
16.24,17,0,1,0,1,0,0,11.6,2,1,24.46,0
11.33,15,1,2,0,1,0,0,1.6,2,0,13.68,0
6.29,8,2,5,0,1,0,0,3.5,1,2,23.89,1
82.21,11,4,2,0,3,1,0,529.0,3,2,76.88,0
21.58,15,2,2,0,1,0,0,19.1,1,2,57.16,0
71.33,20,1,2,0,0,0,0,58.9,1,2,69.99,0
70.75,20,2,0,0,0,0,0,43.0,0,0,47.11,0
96.35,14,1,0,0,1,0,0,25.5,2,4,3.12,0
5.7,12,1,2,0,0,0,0,134.7,0,1,36.63,0
17.85,11,4,4,0,0,0,1,23.9,1,0,32.45,0
104.96,20,4,3,0,1,1,1,10.0,3,1,31.91,0
29.66,5,4,9,0,3,0,0,295.1,5,4,180.71,0
39.45,13,1,0,0,0,0,0,190.9,2,2,33.96,0
42.41,20,1,1,0,0,0,0,69.9,0,2,137.32,0
15.98,13,1,1,1,0,0,0,98.9,3,0,3.74,0
11.46,21,2,0,0,0,0,0,3.6,2,1,34.34,0
12.47,7,8,3,0,0,1,0,288.8,4,4,24.49,0
28.24,14,4,0,0,0,0,0,68.7,0,0,16.63,0
121.53,13,2,2,0,0,0,0,47.2,2,2,30.06,0
3.1,20,2,2,0,0,0,0,29.8,3,1,15.51,0
14.63,20,1,0,0,0,0,0,126.7,1,2,20.9,0
12.72,11,1,1,0,0,0,0,38.6,2,1,534.29,0
117.6,19,1,1,1,0,0,0,248.8,2,3,18.71,0
10.13,9,4,5,0,2,0,1,48.6,1,1,21.82,0
46.17,3,5,3,1,5,0,1,100.6,1,5,7.34,0
36.12,17,4,3,0,1,0,1,106.4,2,2,4.61,0
52.2,12,3,1,0,0,0,0,168.7,0,1,16.44,0
19.85,15,3,1,0,0,0,0,14.4,0,3,11.72,0
12.27,10,0,0,1,1,0,0,8.5,1,0,11.94,0
12.81,12,1,1,0,0,0,0,8.3,0,3,23.93,0
35.25,20,0,1,0,0,0,0,62.2,0,2,27.03,0
11.26,9,5,0,1,0,0,0,22.4,1,0,62.46,0
41.03,17,0,3,0,0,0,0,58.3,1,2,78.52,0
21.94,17,4,1,0,0,0,0,135.2,1,1,76.1,0
36.5,15,0,0,0,0,0,0,110.7,0,1,10.92,0
12.44,17,2,2,0,0,0,0,18.4,2,1,66.73,0
105.35,15,2,1,0,0,0,0,8.8,3,1,4.25,0
321.97,13,6,0,0,5,0,0,43.4,2,5,11.72,0
89.01,11,1,2,0,0,0,0,74.5,1,1,20.14,0
18.86,13,2,1,0,0,0,0,26.7,1,1,63.38,0
7.39,15,1,3,0,0,0,0,15.9,1,0,21.39,0
42.21,21,2,0,0,0,1,0,34.3,2,1,15.21,0
11.19,13,0,2,0,0,0,0,52.9,0,2,34.81,0
37.86,9,1,0,0,0,0,0,57.6,0,3,16.76,0
6.55,10,1,1,0,0,0,1,33.3,1,2,9.23,0
55.32,8,1,2,0,0,0,0,26.7,0,0,12.87,0
26.77,19,1,2,0,0,0,0,46.2,0,1,38.66,0
97.88,12,1,1,0,0,0,0,46.2,1,0,20.28,0
34.5,11,3,1,0,1,0,0,1.2,0,3,46.05,0
18.1,18,2,1,0,0,0,0,1.2,2,2,13.21,0
18.23,14,2,1,0,0,0,0,50.2,2,3,10.37,0
19.49,15,2,2,0,0,1,0,32.1,1,0,11.12,0
30.86,20,5,1,0,0,0,0,67.9,2,2,25.11,0
36.45,18,2,1,0,1,0,0,1.6,1,2,8.8,0
35.08,14,3,2,0,0,0,0,21.1,0,1,21.08,0
119.74,9,0,0,0,0,0,1,11.6,0,3,14.59,0
36.61,10,3,1,0,1,0,0,10.9,1,1,33.18,0
8.56,19,3,0,0,1,0,0,18.7,3,1,129.63,0
46.83,12,1,0,0,0,0,0,175.2,0,2,29.58,0
10.57,20,6,2,0,0,0,0,13.8,2,2,7.52,0
39.3,15,3,1,0,0,0,0,96.7,1,1,24.04,0
19.81,18,4,2,0,0,0,0,80.6,1,1,39.87,0
39.07,20,3,3,0,1,0,0,122.6,2,3,28.45,0
74.38,8,6,3,1,3,1,0,473.9,0,3,113.91,0
91.41,19,2,3,2,0,0,0,164.1,2,2,32.85,0
8.15,8,3,0,0,0,0,0,37.6,0,1,4.91,0
14.57,20,2,3,0,0,0,0,21.6,1,3,12.47,0
27.14,15,1,2,0,0,0,1,12.1,2,1,18.57,0
11.75,16,3,1,0,0,0,0,43.4,1,2,12.03,0
47.33,17,2,0,0,0,0,0,341.3,6,3,3.2,0
6.73,12,3,3,0,0,0,0,65.1,2,1,17.21,0
12.23,20,1,0,0,1,0,0,10.2,2,1,5.22,0
52.53,15,2,2,0,0,0,0,63.1,1,0,29.37,0
45.76,16,1,1,0,0,0,0,116.3,3,6,31.26,0
127.44,1,7,6,2,3,1,1,875.5,2,6,15.34,1
52.24,16,1,0,0,1,0,0,68.3,0,3,14.18,0
46.53,19,2,1,0,0,0,0,85.9,0,0,12.23,0
31.95,16,0,1,0,1,0,0,4.3,0,0,21.03,0
38.67,17,4,0,0,0,0,0,35.5,1,4,5.29,0
32.0,15,0,0,0,0,0,0,6.4,2,2,13.5,0
19.33,9,2,0,0,1,0,0,23.8,0,1,14.55,0
6.26,18,2,4,0,0,0,0,53.1,0,1,59.46,0
13.53,13,3,1,0,0,0,0,91.1,2,5,19.3,0
58.7,14,3,1,0,1,0,0,1.3,2,2,6.27,0
70.21,20,3,0,0,0,0,0,143.3,0,0,12.38,0
199.48,11,8,4,0,4,0,0,739.2,3,6,55.29,1
50.75,18,4,3,0,0,0,0,134.5,1,1,5.05,0
7.3,12,1,2,0,1,0,0,51.2,1,0,39.95,0
10.41,18,4,0,0,0,0,0,29.9,0,4,23.26,0
30.73,18,2,1,0,1,0,0,1.5,0,2,52.74,0
52.08,17,1,1,0,1,0,0,9.4,2,1,16.92,0
22.12,9,3,0,0,0,0,0,12.2,2,3,19.91,0
46.89,18,2,0,0,1,0,0,62.1,3,1,23.9,0
6.72,13,1,0,0,0,0,0,24.5,0,0,52.4,0
59.15,21,2,3,0,0,0,0,50.2,2,0,6.65,0
47.59,10,6,1,0,0,0,0,37.7,1,0,19.5,0
100.63,11,0,3,0,0,0,0,132.8,0,4,11.62,0
44.98,19,0,0,0,0,0,0,4.9,2,2,52.22,0
6.28,9,2,1,0,0,1,0,3.1,0,2,14.98,0
97.44,10,0,1,0,1,0,0,161.6,3,2,110.09,0
118.99,23,4,6,0,3,0,0,158.6,2,1,10.94,0
16.97,14,1,0,0,0,0,0,12.6,0,2,32.81,0
77.03,14,1,0,0,0,0,0,3.5,4,1,12.25,0
29.06,17,3,0,0,1,0,0,108.3,1,0,90.79,0
8.83,16,1,1,0,1,0,0,67.7,1,5,33.08,0
70.28,16,3,0,0,0,0,0,10.3,1,1,8.72,0
8.29,19,3,1,0,0,0,0,52.4,1,2,33.09,0
9.61,18,3,0,0,0,0,0,133.9,1,0,5.08,0
37.26,16,1,1,0,0,0,0,53.5,3,1,8.41,0
43.56,13,1,1,0,0,0,0,32.3,4,4,54.79,0
40.77,17,0,3,0,0,0,0,73.4,2,1,48.98,0
2.54,14,1,4,2,0,0,0,48.5,2,3,9.66,0
531.03,3,11,5,0,0,1,1,545.4,1,5,22.46,1
16.03,18,1,0,0,0,0,0,2.9,2,4,76.26,0
71.0,1,5,6,1,3,0,0,60.3,1,2,61.26,0
6.05,16,1,1,0,0,0,0,37.0,0,2,54.01,0
140.5,15,3,1,0,1,0,0,10.7,3,3,18.4,0
73.67,9,1,3,1,0,0,0,4.1,2,2,26.49,0
32.16,10,3,0,0,0,0,1,68.9,3,1,36.33,0
52.19,11,1,1,0,1,0,0,17.0,0,1,100.27,0
20.96,12,3,0,0,0,0,0,83.6,2,0,68.49,0
18.62,15,0,1,0,0,0,0,202.1,2,0,3.99,0
33.21,14,2,0,0,0,0,0,57.4,0,1,6.25,0
34.43,14,1,0,0,0,0,0,31.5,0,0,17.75,0
63.25,10,2,1,0,0,0,0,11.2,0,1,16.2,0
81.81,11,5,1,0,0,0,0,34.4,2,1,23.69,0
8.72,12,3,1,0,0,0,0,132.0,1,3,53.66,0
10.56,20,2,1,0,0,0,0,48.5,2,0,159.95,0
14.61,14,2,0,0,0,0,0,18.2,1,1,49.37,0
62.96,20,1,1,0,0,0,0,12.0,3,1,6.84,0
24.0,10,4,1,0,0,0,0,64.9,1,3,78.99,0
16.32,20,3,1,0,0,0,0,17.3,0,0,5.13,0
64.51,14,0,1,0,0,0,0,41.4,0,1,4.54,0
262.21,11,1,1,0,0,0,0,1.6,0,1,7.63,0
14.51,13,2,1,0,0,0,0,1.5,3,3,28.89,0
68.89,12,2,0,0,0,0,0,34.3,2,1,48.51,0
2.65,14,1,0,0,1,0,0,128.9,0,1,26.44,0
44.17,19,2,1,0,0,0,0,33.5,1,2,121.83,0
23.46,2,7,4,2,4,1,1,869.0,2,3,8.49,1
18.0,9,1,1,0,1,0,0,59.4,0,5,25.86,0
51.71,20,3,0,0,0,0,0,8.8,2,1,148.95,0
189.23,12,1,1,1,3,1,1,195.2,2,2,60.12,0
60.77,13,0,0,0,0,0,0,0.2,2,4,78.26,0
25.58,21,3,1,0,0,0,0,4.3,0,5,37.58,0
67.59,12,1,2,0,0,0,0,9.5,1,1,10.27,0
12.53,9,3,0,0,0,0,0,49.8,1,4,37.55,0
8.43,17,0,1,0,0,0,0,72.7,2,0,49.56,0
71.14,4,6,8,0,6,1,1,62.1,0,3,1.0,1
22.57,12,1,2,1,0,0,0,18.2,2,0,9.35,0
6.46,16,0,0,0,1,0,0,64.1,1,2,16.2,0
266.02,0,6,4,0,3,0,1,271.5,1,7,36.46,0
135.63,18,0,3,0,0,0,1,33.8,3,0,55.85,0
8.57,20,0,5,0,0,0,0,94.9,2,2,21.42,0
98.73,12,3,0,0,1,0,0,124.4,1,3,27.24,0
9.54,21,2,1,0,0,0,0,13.6,1,3,86.76,0
1.44,10,3,3,0,0,0,0,81.0,0,0,303.28,0
234.68,22,11,5,0,5,1,1,1236.6,3,6,11.84,1
42.5,21,3,0,0,0,0,0,138.7,0,1,21.63,0
7.17,19,1,0,0,0,0,0,152.3,0,6,20.1,0
8.81,14,1,0,0,0,0,0,1.6,2,1,35.15,0
52.77,15,2,2,0,0,0,0,25.6,2,0,40.37,0
37.31,13,5,0,0,0,0,0,169.0,2,1,11.88,0
18.0,9,0,1,1,0,0,0,20.9,0,2,36.75,0
537.84,22,7,4,1,3,0,0,684.0,4,4,12.05,1
10.67,16,0,2,0,2,0,0,1.8,1,2,84.83,0
46.26,12,3,2,0,0,0,0,7.1,3,0,23.5,0
63.21,15,0,1,0,0,0,0,10.1,0,2,13.3,0
22.81,14,3,0,0,0,0,0,46.2,1,2,40.85,0
51.04,16,2,1,0,0,0,0,84.2,4,1,18.48,0
12.32,17,3,0,0,0,0,0,124.5,1,4,22.72,0
4.45,11,0,3,0,0,0,0,5.8,0,0,21.44,0
27.4,11,5,0,0,0,0,0,29.5,4,0,25.92,0
37.57,19,1,0,0,1,0,0,4.7,1,1,5.65,0
12.69,8,2,1,0,0,0,0,109.5,2,0,9.68,0
28.63,19,1,2,0,0,0,0,69.8,2,0,8.11,0
5.7,14,2,0,0,0,0,0,3.8,2,3,18.93,0
135.81,4,7,4,3,1,0,0,50.0,2,3,37.26,1
12.27,12,1,4,0,1,0,0,153.6,4,0,8.54,0
