amount,hour_of_day,is_night,recent_transaction_count,velocity_1h,previous_chargebacks,failed_transaction_count,is_new_device,is_new_ip,distance_from_home,device_account_count,ip_account_count,amount_deviation,is_fraud
16.48,19,0,4,4,0,0,0,0,4.9,1,6,0.333,0
8.10,16,0,3,3,0,0,0,0,29.8,2,2,1.093,0
17.24,19,0,1,3,0,0,0,0,22.2,1,2,0.747,0
12.88,16,0,2,2,0,1,0,0,90.2,1,2,2.277,0
18.75,19,0,3,2,1,0,0,0,66.5,1,1,0.580,0
46.34,18,0,3,3,0,0,0,0,18.8,1,1,1.693,0
12.72,9,0,1,1,0,0,0,0,8.4,3,3,0.789,0
20.75,9,0,2,2,0,0,0,0,117.1,1,1,0.590,0
12.05,14,0,2,3,0,0,0,0,28.4,3,3,0.845,0
76.70,10,0,4,1,0,0,0,0,21.4,1,1,4.007,0
27.03,20,0,2,1,0,1,0,0,76.3,1,1,0.275,0
8.99,11,0,3,1,0,0,0,0,32.9,1,1,0.603,0
71.54,16,0,2,1,0,0,0,0,47.4,2,1,12.007,0
5.34,11,0,4,4,0,0,0,0,8.3,1,2,0.620,0
27.08,14,0,2,1,0,0,0,0,2.1,2,1,0.667,0
3.94,12,0,3,1,0,0,0,0,14.6,1,2,0.274,0
13.31,18,0,7,3,1,0,1,0,40.5,2,3,0.195,0
38.13,19,0,3,4,0,1,0,0,171.4,2,1,0.439,0
169.61,21,0,3,1,0,2,0,0,22.9,1,1,0.509,0
4.39,15,0,2,3,0,1,0,0,48.3,1,1,0.715,0
34.10,17,0,0,0,0,1,0,0,14.5,3,3,0.748,0
14.08,9,0,2,1,0,1,0,0,25.1,1,2,0.461,0
6.07,9,0,1,3,0,1,0,0,33.7,2,1,0.887,0
138.91,15,0,1,2,0,0,0,0,16.8,2,2,1.093,0
128.59,14,0,2,2,0,0,0,0,20.6,2,1,7.170,0
12.49,9,0,1,1,0,0,0,0,107.8,1,1,0.572,0
34.42,20,0,1,1,0,1,0,0,39.4,1,1,1.805,0
35.73,9,0,1,1,0,2,0,0,20.3,1,2,0.366,0
55.25,15,0,2,2,0,0,0,0,7.4,2,1,2.602,0
104.53,18,0,9,6,1,5,1,1,571.9,4,2,2.108,1
2.98,16,0,3,3,0,0,0,0,26.4,1,4,0.943,0
8.05,21,0,2,1,0,1,0,0,55.9,2,1,0.684,0
5.14,14,0,1,1,0,0,0,0,47.7,1,1,0.901,0
26.21,18,0,1,1,0,0,0,0,30.0,1,1,0.559,0
10.46,13,0,4,6,0,1,1,1,67.1,1,4,0.685,0
23.69,12,0,0,4,0,0,0,0,9.7,3,1,0.697,0
43.40,11,0,3,3,0,0,0,0,5.3,1,2,0.502,0
26.70,13,0,2,1,0,0,0,0,81.3,1,5,0.638,0
19.41,14,0,2,1,0,1,0,0,144.2,1,2,0.643,0
51.95,16,0,3,3,0,0,0,0,44.4,1,2,1.567,0
10.40,15,0,1,1,0,1,0,0,245.0,2,2,0.734,0
35.92,15,0,3,1,0,0,0,0,27.9,1,1,0.333,0
28.04,10,0,1,3,0,0,0,0,110.9,1,3,1.074,0
11.04,19,0,1,1,0,1,0,0,30.3,1,2,0.290,0
39.82,12,0,2,1,0,1,0,1,5.6,4,1,0.468,0
34.67,9,0,2,1,0,0,0,0,26.2,3,2,0.113,0
50.66,11,0,1,1,0,0,0,0,43.9,1,2,1.043,0
2.57,20,0,4,1,0,1,0,0,4.4,1,2,0.788,0
28.44,12,0,1,1,0,0,0,0,49.4,2,2,0.051,0
6.39,11,0,6,1,0,0,0,0,58.9,1,1,0.907,0
3.76,17,0,2,3,0,0,0,0,18.2,2,2,1.490,0
30.33,17,0,1,1,0,1,0,0,25.5,1,2,0.145,0
12.21,12,0,1,1,0,0,0,0,62.7,1,2,0.049,0
40.43,19,0,0,2,0,0,0,0,110.3,1,2,0.355,0
181.84,16,0,1,1,0,0,0,0,25.5,1,2,0.903,0
10.99,13,0,0,1,0,0,0,0,3.3,1,1,0.709,0
305.00,6,0,3,5,1,4,0,0,11.3,2,1,12.232,0
69.88,13,0,4,1,0,0,0,0,23.3,1,1,1.325,0
79.57,11,0,7,4,0,0,0,0,81.9,2,4,9.609,0
13.36,14,0,4,1,0,0,0,0,14.3,1,3,0.097,0
22.28,12,0,3,2,0,0,0,0,7.9,2,1,0.140,0
22.97,11,0,1,1,0,0,0,0,57.5,1,1,1.709,0
12.29,17,0,1,2,0,1,0,0,48.7,2,2,0.282,0
13.59,4,1,3,4,0,3,0,1,470.7,4,1,0.283,0
22.09,19,0,2,4,0,4,0,0,34.2,2,2,0.102,0
14.40,21,0,2,2,0,1,0,0,113.6,1,1,0.689,0
18.19,14,0,5,4,0,0,0,0,3.3,1,2,0.859,0
107.85,12,0,2,2,0,0,0,0,9.6,2,3,5.131,0
9.02,17,0,2,2,0,0,0,0,45.2,1,5,0.109,0
14.92,11,0,1,1,0,0,0,0,7.7,1,2,0.810,0
14.44,19,0,1,1,0,0,0,0,48.0,2,1,0.905,0
16.48,14,0,1,2,1,0,1,0,29.8,1,2,0.766,0
12.32,8,0,3,2,0,0,0,0,1.9,3,2,0.786,0
32.43,20,0,3,3,0,0,0,0,3.6,1,3,4.091,0
23.33,12,0,0,3,0,0,0,0,90.2,1,2,8.295,0
84.48,16,0,1,1,0,0,0,1,20.6,1,1,2.879,0
18.92,19,0,0,0,0,0,0,0,91.2,1,3,2.660,0
163.69,18,0,1,1,0,0,0,1,17.4,1,1,3.320,0
18.58,14,0,1,1,0,0,0,0,26.4,3,1,0.600,0
695.77,23,1,6,4,1,1,1,0,68.1,4,2,21.767,0
4.98,12,0,3,2,0,1,0,0,95.6,1,1,0.693,0
18.12,17,0,2,5,1,0,0,0,101.7,1,2,0.132,0
16.97,16,0,0,1,0,0,0,0,16.5,3,2,0.736,0
20.41,14,0,3,3,0,0,0,0,21.7,1,1,0.536,0
1.27,8,0,3,1,0,0,0,0,54.2,1,1,0.988,0
4.49,18,0,1,1,0,0,0,0,9.1,2,3,0.792,0
14.14,9,0,2,1,0,0,0,0,33.9,1,3,0.385,0
60.26,0,1,11,8,2,5,0,1,50.0,10,5,2.204,1
24.52,16,0,4,3,1,1,0,0,23.4,2,2,0.423,0
19.38,19,0,2,2,0,0,0,0,4.3,1,3,0.725,0
45.72,18,0,4,1,0,0,0,0,18.9,2,1,0.144,0
10.35,12,0,3,2,0,1,0,0,240.5,1,2,0.362,0
9.34,10,0,0,1,0,1,0,0,9.0,1,2,1.747,0
34.29,15,0,4,1,0,1,0,0,161.4,1,2,0.072,0
38.86,19,0,0,0,0,1,0,0,11.5,2,1,1.563,0
26.13,10,0,1,1,0,0,0,0,45.9,2,1,0.468,0
37.57,1,1,6,5,0,1,0,1,13.1,3,4,0.428,0
28.36,13,0,3,2,0,0,0,0,1.3,1,1,0.444,0
12.38,8,0,4,4,0,0,0,0,122.0,1,2,0.233,0
97.85,8,0,3,3,0,0,0,0,17.2,1,1,3.176,0
74.93,13,0,0,2,0,0,0,0,11.2,3,2,0.534,0
7.93,13,0,2,2,0,0,0,0,34.1,1,1,0.895,0
31.12,20,0,3,2,0,1,0,0,54.2,1,1,2.066,0
55.95,10,0,1,4,0,2,0,1,38.1,2,2,0.851,0
146.79,22,0,8,3,0,5,0,0,96.5,4,2,1.752,0
14.17,10,0,0,1,0,0,0,0,6.5,3,1,0.736,0
984.67,13,0,12,9,1,4,1,1,528.7,5,3,79.054,1
25.91,17,0,2,2,0,2,0,1,84.8,2,2,0.522,0
64.42,11,0,2,1,0,0,0,0,15.9,1,1,9.882,0
18.07,12,0,0,1,0,0,0,0,9.0,1,1,0.240,0
28.60,14,0,3,3,0,0,1,0,2.7,1,1,0.023,0
24.29,14,0,1,1,1,0,0,0,38.7,1,1,0.406,0
9.34,20,0,3,3,0,0,0,0,91.4,1,1,0.134,0
21.38,10,0,4,4,0,0,0,0,21.4,1,1,0.169,0
104.75,10,0,3,1,0,0,0,1,1.0,1,2,1.997,0
49.70,19,0,0,1,0,0,0,0,69.3,2,2,3.811,0
13.14,10,0,2,3,0,0,0,0,27.5,1,2,0.346,0
490.68,11,0,7,8,2,4,1,1,457.5,6,4,4.377,1
6.70,12,0,1,1,0,0,0,0,77.3,3,1,0.800,0
9.36,18,0,3,1,0,0,0,0,54.4,1,1,0.694,0
66.99,17,0,2,4,0,1,0,0,20.5,1,2,0.940,0
13.35,20,0,1,3,0,0,0,0,17.7,1,4,0.796,0
66.54,13,0,1,2,0,1,0,0,8.8,1,3,1.608,0
28.48,15,0,1,1,1,0,0,0,10.7,2,1,0.379,0
25.68,9,0,1,1,0,0,0,0,15.6,2,1,0.233,0
5.58,15,0,2,2,0,0,0,0,10.3,1,1,0.794,0
35.27,18,0,2,2,0,0,0,0,41.0,2,2,0.065,0
11.40,19,0,1,2,0,0,0,0,100.5,1,4,0.606,0
234.16,22,0,4,2,0,0,0,1,116.0,3,1,4.641,0
22.97,16,0,1,1,0,1,0,0,20.8,1,3,0.804,0
9.21,8,0,3,1,0,0,0,0,73.3,1,1,0.215,0
29.33,18,0,2,2,0,0,0,0,6.0,1,2,2.127,0
34.14,9,0,1,1,0,0,0,0,52.1,1,1,1.933,0
36.12,18,0,4,4,0,0,0,0,66.4,1,2,1.163,0
64.13,13,0,0,1,0,0,0,0,62.9,1,1,3.372,0
322.23,13,0,4,3,2,1,0,0,119.5,2,4,13.424,0
449.40,1,1,6,5,0,1,1,1,36.5,1,5,14.846,0
25.06,10,0,2,1,0,0,0,0,31.0,1,2,0.043,0
28.63,17,0,2,2,0,1,0,0,46.8,1,3,0.566,0
27.64,11,0,2,2,0,0,0,0,29.7,1,2,0.849,0
37.76,14,0,2,1,0,0,0,0,142.4,1,3,0.562,0
44.70,11,0,3,3,0,1,0,0,80.3,1,1,2.068,0
23.38,19,0,1,1,0,0,0,0,21.8,2,2,0.070,0
34.39,12,0,1,3,1,1,0,0,34.2,3,1,0.804,0
7.37,19,0,1,2,0,1,0,0,98.7,1,2,0.864,0
69.10,20,0,2,3,0,1,0,0,49.2,2,2,3.496,0
123.70,17,0,3,1,0,0,0,0,1.9,2,2,3.934,0
266.44,12,0,10,3,0,2,0,0,207.0,2,3,6.472,0
17.69,12,0,4,1,0,0,0,0,47.7,1,5,0.246,0
335.64,9,0,0,2,0,1,0,0,14.4,1,1,11.192,0
15.53,12,0,3,3,0,0,0,1,27.7,1,1,0.268,0
14.14,9,0,2,3,0,1,0,0,34.5,1,1,0.699,0
43.54,13,0,1,1,0,1,0,0,23.5,1,1,0.105,0
70.94,2,1,7,4,0,3,0,1,34.1,1,3,4.100,0
5.45,12,0,4,1,0,1,1,0,57.6,1,1,0.870,0
42.26,17,0,0,0,0,2,0,0,129.2,1,1,1.131,0
36.97,18,0,4,2,0,1,0,0,89.9,2,4,1.104,0
76.79,15,0,2,3,0,0,0,0,85.4,1,1,0.234,0
18.88,8,0,3,1,0,1,0,0,14.5,1,4,2.216,0
92.66,10,0,5,3,0,0,0,0,70.1,2,3,0.496,0
295.39,8,0,4,4,0,0,1,0,60.3,1,1,43.022,0
19.09,9,0,2,2,0,0,0,0,142.2,2,1,0.576,0
10.87,12,0,2,2,0,1,0,0,40.1,1,1,0.547,0
20.55,11,0,3,3,0,0,0,0,68.6,1,3,0.024,0
6.30,12,0,1,1,0,1,0,0,7.6,1,1,0.905,0
12.53,12,0,4,4,0,0,0,0,32.0,4,1,0.629,0
79.54,10,0,0,2,0,0,0,0,68.3,1,1,0.655,0
6.34,9,0,1,1,0,1,0,0,4.4,1,1,0.365,0
39.09,9,0,4,1,0,1,0,0,46.3,1,1,0.068,0
30.82,8,0,0,2,0,0,1,0,5.1,2,2,0.526,0
204.12,22,0,7,7,2,5,1,1,645.0,2,5,10.532,1
27.56,19,0,4,4,0,0,0,0,54.0,1,3,1.653,0
9.32,13,0,4,4,0,0,0,0,2.1,1,2,0.414,0
356.94,8,0,3,4,0,3,0,0,190.4,3,5,4.232,0
28.84,13,0,0,1,0,0,0,0,23.7,2,1,0.915,0
2.50,12,0,3,1,1,0,0,0,27.0,1,1,0.863,0
3.22,15,0,4,1,0,1,0,0,27.3,2,1,0.499,0
41.75,19,0,2,2,0,0,0,0,43.3,1,1,0.628,0
2.60,20,0,1,1,0,1,0,0,82.5,1,2,0.910,0
16.84,15,0,1,1,0,1,1,0,25.9,1,2,0.445,0
9.06,12,0,0,0,0,1,0,0,7.3,1,2,0.871,0
2.73,14,0,1,1,0,1,0,0,22.2,2,1,0.777,0
14.40,9,0,3,1,0,0,0,0,62.9,1,1,0.543,0
8.24,9,0,4,4,0,0,0,0,10.4,1,2,0.672,0
10.62,10,0,1,1,0,0,0,0,46.3,1,1,0.000,0
64.49,16,0,1,1,0,1,0,0,7.6,1,2,0.268,0
5.00,18,0,2,2,0,1,0,0,14.3,2,1,0.945,0
10.62,13,0,4,4,0,0,0,0,0.1,1,1,0.128,0
10.77,19,0,0,0,0,0,1,0,36.5,1,1,0.401,0
33.88,10,0,1,1,0,0,1,0,1.1,1,2,0.579,0
41.45,19,0,1,1,0,0,0,0,164.1,1,1,0.570,0
7.15,16,0,2,1,0,0,0,0,44.1,1,1,0.751,0
26.57,15,0,1,1,0,0,0,0,99.2,2,2,0.170,0
60.71,14,0,3,3,0,0,0,0,24.4,1,1,9.632,0
34.83,19,0,7,7,0,2,0,0,23.2,3,2,0.854,0
18.68,15,0,2,1,0,0,0,0,19.9,2,1,0.414,0
22.29,12,0,6,2,0,0,0,0,50.5,1,2,0.656,0
22.01,17,0,3,2,0,0,0,0,17.2,1,2,3.350,0
14.31,17,0,1,1,0,0,0,0,149.1,2,1,0.373,0
58.61,7,0,5,5,1,0,1,0,198.7,3,3,1.501,0
33.42,8,0,4,4,0,0,0,0,174.8,4,3,0.274,0
16.91,14,0,3,1,0,0,0,0,114.7,2,1,0.641,0
53.35,10,0,0,0,0,0,0,1,15.3,1,2,0.249,0
236.31,11,0,2,2,0,0,0,0,191.6,2,1,8.300,0
36.36,15,0,2,3,0,0,0,0,177.4,2,3,0.102,0
25.11,22,0,9,4,1,3,0,0,80.6,1,4,0.636,0
9.52,12,0,0,2,0,0,0,0,78.0,4,2,0.832,0
31.57,11,0,1,2,0,0,1,0,2.8,1,2,0.631,0
622.72,6,0,3,3,0,1,1,0,51.3,3,1,40.212,0
15.13,19,0,4,4,0,0,0,0,31.9,1,1,1.702,0
17.94,12,0,2,2,0,0,0,0,12.9,2,1,2.215,0
28.21,10,0,1,1,0,0,0,0,19.2,1,2,6.233,0
21.92,16,0,2,2,0,0,0,0,151.0,4,2,3.323,0
486.50,3,1,7,2,0,5,0,0,76.8,2,1,15.846,0
80.03,8,0,0,2,0,2,0,0,86.8,2,2,0.306,0
46.27,17,0,3,3,0,0,0,0,16.3,2,1,0.283,0
9.90,8,0,2,2,0,0,0,0,32.9,1,1,0.454,0
44.31,16,0,2,2,0,1,0,0,16.3,5,1,0.017,0
6.60,19,0,3,1,0,0,0,0,59.3,1,3,1.316,0
18.57,18,0,1,1,0,0,0,0,5.4,1,2,0.043,0
57.12,13,0,3,1,0,0,0,0,66.5,1,3,0.406,0
45.73,15,0,0,1,1,0,0,0,46.2,2,2,0.420,0
31.57,12,0,2,1,0,0,0,0,7.1,2,1,3.434,0
18.58,12,0,4,4,0,0,0,0,131.5,1,5,2.466,0
17.59,19,0,1,1,0,0,0,0,135.0,1,2,0.078,0
23.05,13,0,3,2,0,0,0,0,57.7,2,1,0.448,0
45.77,14,0,1,1,0,0,0,0,13.1,2,1,0.671,0
116.75,19,0,4,4,0,0,0,0,44.3,2,1,3.742,0
9.23,14,0,6,6,0,1,0,0,36.5,1,2,0.779,0
15.20,8,0,3,2,0,0,0,0,54.5,1,4,0.271,0
17.63,2,1,3,3,1,0,0,0,135.2,3,6,0.670,0
25.37,19,0,2,2,0,1,0,0,23.8,1,1,1.043,0
31.82,9,0,2,1,0,1,0,0,8.1,1,1,2.536,0
40.12,13,0,2,2,0,0,0,0,291.5,1,1,0.305,0
49.63,9,0,3,2,0,0,0,0,23.6,1,1,0.032,0
57.82,20,0,0,1,0,0,1,0,143.4,1,1,3.261,0
41.20,8,0,2,1,0,1,0,0,73.3,1,2,0.807,0
16.33,14,0,1,1,0,0,0,0,206.2,1,1,0.889,0
11.51,20,0,0,3,0,1,0,0,9.0,1,1,0.602,0
374.71,14,0,3,1,0,0,0,0,1.1,1,3,9.585,0
39.29,11,0,0,0,0,0,0,0,15.7,1,2,1.581,0
135.00,23,1,6,2,0,1,0,1,125.0,3,5,5.770,0
25.63,11,0,4,1,0,1,0,0,21.4,1,1,1.597,0
14.40,18,0,1,1,1,0,0,0,113.6,1,2,0.415,0
156.13,13,0,6,5,0,0,0,0,75.6,3,1,30.414,0
29.24,21,0,2,1,0,0,0,0,27.2,1,1,0.336,0
47.95,19,0,1,2,1,0,0,0,6.4,2,1,1.116,0
15.20,16,0,0,1,0,0,0,0,2.6,1,1,0.588,0
33.11,8,0,7,6,0,1,1,0,10.0,3,5,0.285,0
6.88,11,0,0,1,0,0,0,0,7.5,4,1,0.940,0
18.19,9,0,2,2,0,0,0,0,21.3,1,1,0.929,0
17.66,15,0,1,1,0,0,0,0,29.7,2,3,0.587,0
4.14,18,0,1,1,0,1,0,0,21.9,1,2,0.321,0
32.16,11,0,2,3,0,0,0,0,0.6,1,2,0.125,0
144.41,21,0,3,3,0,0,0,0,27.8,2,1,5.227,0
10.57,12,0,2,2,0,0,0,0,29.2,1,1,0.812,0
89.96,15,0,0,0,0,1,0,0,104.3,1,1,1.984,0
8.55,15,0,2,2,0,1,1,0,190.5,1,1,0.681,0
84.93,13,0,2,1,0,0,0,0,67.4,2,2,5.719,0
3.78,9,0,3,1,0,0,0,0,134.1,2,3,0.685,0
11.14,16,0,2,1,0,1,0,0,75.5,1,1,0.476,0
19.62,13,0,4,4,0,0,0,0,27.8,2,1,0.992,0
10.95,15,0,2,2,0,0,0,1,34.8,1,2,0.673,0
16.63,11,0,3,3,0,1,1,0,95.8,3,5,10.390,0
67.88,9,0,2,2,0,0,0,0,12.4,1,2,2.076,0
206.17,9,0,1,2,0,2,0,0,1.4,1,1,2.721,0
12.23,12,0,0,0,0,0,0,0,31.2,1,1,0.792,0
25.68,12,0,3,2,0,0,0,0,80.1,1,2,0.966,0
12.79,17,0,5,5,0,0,0,0,69.6,2,2,1.063,0
34.29,18,0,2,1,0,0,1,0,95.1,1,1,0.165,0
20.15,9,0,1,1,0,1,0,0,67.7,2,4,0.402,0
36.54,16,0,2,1,0,0,0,1,118.2,2,1,2.180,0
67.98,18,0,2,2,1,0,0,0,131.5,3,2,0.078,0
49.64,12,0,5,2,0,0,0,0,35.0,2,1,0.771,0
20.88,13,0,1,1,0,1,0,0,13.1,3,2,0.529,0
9.04,13,0,2,1,0,2,0,0,128.1,1,2,0.767,0
60.24,17,0,4,4,0,0,0,0,10.0,1,1,0.293,0
18.18,12,0,3,1,0,1,0,0,61.7,3,1,0.882,0
20.84,14,0,2,1,0,0,0,0,129.2,1,2,0.658,0
3.56,12,0,0,3,0,0,0,0,112.5,2,1,0.877,0
5.94,11,0,2,2,0,0,0,0,34.3,1,1,0.849,0
17.98,11,0,2,2,0,0,0,0,25.8,2,1,1.228,0
6.09,10,0,1,1,1,0,0,1,4.7,1,1,0.389,0
14.32,5,1,7,7,1,1,0,0,120.8,1,4,0.911,0
39.48,10,0,3,3,0,3,1,0,234.9,3,1,1.126,0
933.64,16,0,4,5,0,1,0,0,46.7,2,3,41.400,0
51.37,9,0,2,1,0,0,0,0,116.2,1,4,1.299,0
9.73,9,0,1,1,0,0,0,0,28.8,1,2,0.111,0
15.79,13,0,3,3,0,0,0,0,10.1,1,1,0.429,0
12.30,16,0,2,1,0,0,0,1,183.5,1,3,0.082,0
29.85,17,0,1,1,0,0,0,0,18.4,1,2,0.821,0
37.36,12,0,2,2,0,0,0,0,71.1,1,3,0.275,0
3.99,10,0,0,1,0,0,0,0,10.0,1,1,0.941,0
75.08,14,0,1,1,0,1,1,0,34.3,1,2,0.441,0
24.61,16,0,1,1,0,2,0,1,156.2,1,2,0.128,0
21.75,10,0,4,3,0,1,0,0,45.5,1,2,0.270,0
13.01,18,0,3,2,0,1,0,0,0.2,1,2,0.552,0
15.74,17,0,5,1,0,1,0,0,5.0,1,1,0.576,0
12.78,15,0,3,1,0,1,0,0,12.8,1,1,0.732,0
16.23,16,0,6,1,0,1,0,0,9.0,1,1,0.290,0
22.10,16,0,2,2,1,0,0,0,176.2,1,1,0.400,0
134.59,9,0,1,2,0,0,0,0,22.1,1,1,3.590,0
19.18,10,0,1,1,0,0,0,0,0.7,1,3,0.472,0
10.38,16,0,2,2,0,0,0,0,150.0,2,1,0.947,0
69.31,14,0,3,3,0,2,0,0,121.1,1,1,5.365,0
12.98,8,0,2,2,0,0,0,0,78.5,2,1,0.265,0
34.11,15,0,1,1,0,1,0,0,54.5,1,1,0.220,0
429.55,13,0,4,4,0,2,1,0,17.1,2,1,19.465,0
30.06,20,0,2,2,0,0,0,0,39.9,1,4,1.072,0
18.33,13,0,1,2,0,1,0,0,19.0,3,1,0.279,0
512.79,22,0,2,2,0,1,0,1,35.5,1,3,34.340,0
53.22,13,0,3,2,0,1,0,0,300.1,1,2,0.450,1
31.77,17,0,1,1,0,1,0,0,63.6,1,1,0.343,0
10.41,18,0,4,1,0,1,1,0,1.7,1,1,0.661,0
22.94,9,0,2,1,0,1,0,0,49.6,1,1,2.263,0
17.48,17,0,3,2,0,0,0,0,21.5,2,2,0.434,0
58.41,9,0,3,3,1,0,0,0,43.3,1,2,3.279,0
30.44,10,0,2,3,0,0,0,0,46.8,1,1,0.272,0
62.45,11,0,3,2,0,0,0,0,6.8,3,2,1.131,0
23.23,19,0,4,1,0,0,1,0,174.0,4,2,0.327,0
38.06,18,0,5,2,0,0,0,0,82.7,1,3,2.632,0
7.85,19,0,3,1,0,0,0,0,91.0,2,2,0.105,0
46.98,13,0,2,3,0,0,0,0,96.7,2,2,5.206,0
29.50,19,0,1,1,0,0,0,0,7.9,1,3,0.657,0
15.91,9,0,4,1,0,1,0,1,114.6,2,2,2.157,0
19.36,14,0,1,1,0,0,0,0,7.0,1,1,3.181,0
30.90,18,0,2,2,0,0,1,0,10.4,1,1,0.429,0
18.54,20,0,2,1,0,1,0,0,22.0,2,1,0.221,0
58.67,16,0,0,3,0,2,0,0,10.4,1,1,1.310,0
5.32,17,0,0,0,0,0,0,0,33.8,1,1,0.768,0
9.98,16,0,1,1,0,0,0,0,99.5,4,2,3.685,0
46.33,11,0,1,1,0,2,0,1,34.2,1,2,0.505,0
148.41,14,0,6,5,0,3,0,1,46.5,2,4,4.678,0
10.23,8,0,1,3,0,0,0,0,78.6,3,1,0.688,0
32.82,19,0,2,2,0,0,0,0,13.4,1,1,0.633,0
76.06,11,0,2,2,0,0,0,0,48.8,1,1,7.614,0
31.46,17,0,1,1,0,0,0,0,14.5,1,1,0.288,0
65.09,12,0,5,4,0,2,0,0,10.0,2,1,0.210,0
63.05,15,0,1,1,0,0,0,0,89.5,3,1,0.840,0
25.94,17,0,0,1,0,0,0,0,11.7,2,4,0.031,0
26.09,18,0,1,1,0,0,0,0,79.0,2,1,0.350,0
6.14,10,0,3,1,0,0,0,0,91.1,1,3,0.907,0
42.61,5,1,3,4,0,3,1,1,54.6,2,7,0.095,0
33.45,20,0,3,1,0,0,0,0,203.6,2,2,0.709,0
157.47,22,0,6,6,2,2,0,1,76.4,3,4,13.703,1
81.12,18,0,3,3,0,0,0,0,173.4,1,2,3.413,0
183.05,13,0,7,6,1,4,1,1,254.0,7,6,3.211,1
38.34,21,0,0,0,0,0,0,1,106.6,1,1,0.503,0
28.21,15,0,2,2,0,0,1,0,108.1,1,2,0.115,0
18.21,16,0,1,1,0,0,0,0,34.6,2,3,0.423,0
122.69,6,0,4,3,1,3,0,0,123.2,1,1,18.200,0
13.13,8,0,5,2,0,1,0,0,68.5,1,1,0.512,0
66.05,14,0,1,1,0,0,0,0,31.3,1,6,5.781,0
4.90,16,0,2,1,0,0,0,0,20.6,2,2,0.586,0
80.59,20,0,1,2,0,0,0,0,18.6,3,1,9.074,0
39.74,11,0,3,1,0,0,0,0,29.3,2,2,0.556,0
23.16,9,0,1,1,0,0,0,0,127.5,3,1,0.028,0
14.67,13,0,1,1,0,0,0,0,25.0,2,1,0.242,0
35.42,11,0,2,3,0,0,0,0,20.9,1,4,0.613,0
73.32,19,0,5,5,0,0,0,0,5.2,3,1,1.637,0
32.09,18,0,2,2,0,0,0,0,28.8,2,1,3.520,0
24.07,1,1,10,3,0,1,0,1,51.9,2,4,0.475,0
12.17,10,0,1,1,0,0,0,1,110.4,1,1,0.721,0
88.42,9,0,2,2,0,0,1,0,25.8,2,1,0.302,0
17.39,16,0,2,2,0,0,0,0,125.6,2,1,0.374,0
16.37,17,0,3,3,0,1,0,0,17.6,1,3,0.064,0
233.91,20,0,2,2,0,0,0,1,46.6,1,1,11.657,0
44.26,10,0,2,3,0,0,0,0,139.2,1,2,0.083,0
192.72,9,0,2,1,0,1,0,0,14.1,1,2,5.203,0
30.37,12,0,2,1,0,0,0,0,92.8,1,4,1.627,0
8.87,17,0,3,1,0,1,1,0,16.6,1,1,0.074,0
18.42,10,0,0,0,0,0,0,0,10.5,1,2,1.311,0
124.07,10,0,1,1,0,0,0,0,59.5,1,1,1.888,0
15.66,20,0,1,2,0,0,0,0,33.2,1,2,0.936,0
29.61,19,0,2,1,0,0,0,0,110.4,2,1,3.562,0
55.41,16,0,1,1,0,0,0,1,24.3,2,1,0.517,0
74.10,11,0,1,1,0,0,0,0,56.9,2,2,3.781,0
80.27,13,0,2,2,0,0,0,0,33.0,1,1,4.532,0
36.09,9,0,4,2,0,2,0,0,56.7,1,1,0.229,0
8.06,13,0,1,3,0,0,0,0,30.7,2,4,0.835,0
7.39,19,0,1,1,0,0,0,0,2.1,1,5,0.635,0
18.32,15,0,2,2,0,0,0,0,53.9,2,2,0.687,0
40.53,17,0,3,3,0,0,0,0,37.2,1,6,0.946,0
30.16,20,0,2,2,1,0,0,0,28.0,1,1,0.301,0
123.80,16,0,3,1,0,0,0,0,16.6,1,1,8.204,0
42.31,14,0,3,3,0,0,0,0,117.1,1,3,0.993,0
42.15,17,0,1,2,0,0,0,0,27.3,1,3,3.245,0
14.84,12,0,2,2,0,1,0,0,21.2,2,1,0.235,0
11.05,16,0,1,4,0,2,0,0,31.7,1,2,0.588,0
17.99,10,0,3,3,0,0,0,0,53.8,4,1,0.628,0
27.56,18,0,5,2,0,1,0,0,46.8,2,3,0.420,0
94.42,11,0,0,2,0,1,0,0,27.4,1,5,4.705,0
5.31,18,0,1,1,0,3,0,0,20.6,1,1,0.882,0
62.90,20,0,1,1,0,1,0,0,175.9,3,1,0.623,0
4.48,9,0,1,1,0,0,0,0,46.7,1,1,0.952,0
29.18,17,0,2,1,0,1,0,0,62.1,2,1,1.234,0
66.15,22,0,6,5,0,2,1,0,211.8,3,1,4.508,0
56.94,16,0,1,1,0,0,0,0,32.6,1,1,0.660,0
11.92,18,0,2,2,0,0,0,0,7.1,1,1,0.388,0
5.06,17,0,2,1,0,1,0,0,126.9,2,2,0.892,0
20.63,0,1,2,3,0,5,1,0,1016.1,5,1,0.272,0
15.44,16,0,5,2,0,2,0,0,32.2,2,4,0.692,0
84.98,15,0,1,1,0,0,0,0,3.4,1,1,1.041,0
73.01,19,0,4,1,0,0,0,0,21.2,4,1,9.643,0
21.34,19,0,2,2,0,0,0,0,254.4,4,1,0.150,0
117.41,16,0,4,1,0,0,0,0,17.9,1,1,1.647,0
33.64,12,0,0,0,0,0,0,0,10.3,1,1,11.057,0
523.84,9,0,2,6,2,0,1,0,189.4,4,2,8.570,0
